VERSION,caseid,qs1,qs2ov1801,qs2ov1802,qs201,qs202,qs3,qs4,q1,q1FIX,q2,q2FIX,Q2VALUE,Q1Q2DIF,q1q2diffFIX,Q1Q2DIFHRS,q1q2diffhrsFIX,q3,Q3VALUE,q3FIX,q4,Q4VALUE,q4FIX,Q3Q4DIF,q3q4diffFIX,Q3Q4DIFHRS,q3q4diffhrsFIX,Q3Q4Q1Q2DIFHRS,Q3Q4Q1Q2POS,q5text,q5h,q5m,Q5,Q5HRS,q5dkrf,q6text,q6h,q6m,Q6,Q6HRS,q6dkrf,Q6Q5DIF,Q6Q5DIFHRS,Q6Q5POS,q7text,q7hour,q7min,q7mer,q7,Q7REV,Q1VALUE,Q1Q7DIF,Q1Q7DIFHRS,VAR00012,Q1TIME,PREQ7,Q5Q7POS,q8text,q8,q9text,q9,q10text,q10,q11text,q11,q12text,q13text,q12,q13,q14text,q14a,q14b,q14c,Q14TOTAL,q15text,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,EPWORTH,VAR00013,q17text,q16,Q16HRS,Q16Q5DIFHRS,Q16Q6DIFHRS,q17,q18a,q18b,q18c,q18d,q18e,q18f,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q19h,q20a,q20b,q20c,q20d,q20e,q20f,q20g,q20h,q20i,q20j,q20k,q20l,q20m,q20n,q21,q22,q23a,q23b,q23c,q23d,q23e,q23f,q23g,q23h,q23i,q24,q25,q26,q27,q28a,q28b,q28c,q28d,q28e,q28f,q29,q30a,q30b,q30c,q30d,q30e,q31text,q32text,q31,q32,q33a,q33e,q33b,q33c,q33d,q34,q35a,q35b,q35c,q35d,q35e,q35f,q35g,q35h,q35i,q35j,q35k,q35l,q35m,q35n,q36,d1,d2,d301,d302,d303,d304,d305,d306,d307,d308,d309,d4,complete,qs1a,qs1b,q7dkrf,q21oc01,q21oc02,q21oc03,q21oc04,q21oc05,q21oc06,q21oc07,q21oc08,q21oc09,q21oc10,d3oc01,d3oc02,d3oc03,d3oc04,d3oc05,d5,d5aa,d5ab,d6,makechld,whathap2,Q5GROUPED,Q6GROUPED,Q5Q7DIF,Q6Q7DIF,filter_$,WEIGHT
PHONE,687,60,3,,3,,OR,2,2,,21,,1175.00,26.70,,.267,,2,1201.70,,21,1175.00,,26.70,,.267,,.000,, ,4,0,240.00,4.000,, ,4,0,240.00,4.000,,.00,.000,1, ,,, ,,,1201.70,,,,1.70,, , ,2, ,2, ,1, ,, , ,2,2, ,3,1,0,4, ,1,2,0,0,2,0,1,3,9.00,, ,2,5.50,-1.500,-1.500,1,,,,,,,2,2,2,2,2,2,2,2,4,2,2,1,2,4,2,1,1,4,2,2,,,7,2,1,1,1,1,1,1,1,1,1,,,1,2,,,,,,,,,,,,, , ,3,3,3,99,3,3,4,120,2,2,2,2,2,2,2,2,2,1,2,2,,,1,6,2,1,,,,,,,,,2,1,,,,7,,,,,,,,,,,,,,,2,,,,, ,3.00,3.00,,,1,.82440000
PHONE,688,38,1,,1,,MN,2,5,,12,,950.00,800.00,,8.000,,9,1850.00,,16,1050.00,,800.00,,8.000,,.000,, ,8,0,480.00,8.000,, ,8,0,480.00,8.000,,.00,.000,1,02,5,40,AM,540,1740,1750.00,-10.00,-.10,,550.00,540.00, , ,1, ,, ,1, ,, , ,4,4, ,0,0,0,0, ,0,0,0,0,0,0,0,1,1.00,, ,5,8.50,-.500,-.500,1,,,,,,,2,2,2,2,2,2,2,1,3,2,1,1,2,2,2,3,1,4,1,1,3,,1,2,2,1,2,2,1,1,1,1,2,,,1,2,,,,,,,,,,,,, , ,4,5,2,1,2,2,2,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,7.00,7.00,,,1,.82460000
PHONE,689,19,1,,1,,IL,1,3,,16,,1050.00,650.00,,6.500,,18,2075.00,,1,1200.00,,875.00,,8.750,,2.250,, ,6,30,390.00,6.500,, ,7,0,420.00,7.000,,30.00,.500,2,02,5,20,AM,520,1720,1700.00,20.00,.20,,500.00,520.00, , ,1, ,, ,1, ,, , ,3,4, ,1,1,1,3, ,3,2,0,0,1,0,2,2,10.00,, ,3,6.50,.000,.500,1,,,,,,,1,1,1,1,2,1,2,2,4,2,4,1,2,3,1,1,1,1,1,1,2,,1,1,2,4,1,1,2,1,1,1,4,3,2,1,,3,1,2,2,3,1,,,,,,, , ,2,3,1,1,2,2,3,,,,,,,,,,,,,,,,3,,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,, ,5.00,,,,1,2.23940000
PHONE,690,42,1,,1,,IL,1,9,,20,,1150.00,700.00,,7.000,,13,1950.00,,1,1200.00,,750.00,,7.500,,.500,, ,7,0,420.00,7.000,, ,7,30,450.00,7.500,,30.00,.500,2,02,7,0,AM,700,1900,1850.00,50.00,.50,,650.00,700.00, , ,1, ,, ,1, ,, , ,3,3, ,0,1,1,2, ,2,2,0,0,0,0,0,2,6.00,, ,3,6.50,.500,1.000,1,,,,,,,2,2,2,2,2,2,2,2,4,2,2,2,2,1,2,2,1,2,1,1,2,,1,2,1,1,1,1,1,1,1,1,1,,,1,2,,,,,,,,,,,,, , ,3,3,2,4,2,2,3,,,,,,,,,,,,,,,,3,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,6.00,6.00,,,1,.82460000
PHONE,691,62,3,,3,,OR,2,24,,1,,1200.00,1100.00,,11.000,,24,2300.00,,3,1300.00,,1000.00,,10.000,,-1.000,, ,9,0,540.00,9.000,, ,9,0,540.00,9.000,,.00,.000,1, ,,, ,,,2300.00,,,,1100.00,, , ,1, ,, ,1, ,, , ,3,3, ,0,0,0,0, ,0,0,0,0,0,0,0,1,1.00,, ,6,9.50,-.500,-.500,1,,,,,,,2,1,1,1,2,1,2,1,2,2,3,1,2,2,4,1,1,4,1,2,,,,,2,3,2,1,3,1,2,1,1,2,1,2,,3,1,2,1,1,1,,,,,,, , ,4,4,3,4,4,2,3,120,2,2,2,2,2,2,2,2,2,2,2,2,,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,8.00,,,,1,.82440000
PHONE,692,54,1,,1,,MN,2,11,,16,,1050.00,850.00,,8.500,,15,2000.00,,1,1200.00,,800.00,,8.000,,-.500,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,8,0,AM,800,2000,1900.00,100.00,1.00,,700.00,800.00, , ,1, ,, ,1, ,, , ,3,3, ,3,0,0,3, ,1,0,0,0,1,0,1,1,4.00,, ,4,7.50,-.500,-.500,1,,,,,,,2,2,1,1,2,2,1,1,1,3,2,1,2,1,3,2,2,4,1,1,2,,,,2,3,3,2,2,1,2,1,2,2,1,1,2,,,,,,,,,,,,, , ,5,3,3,99,4,2,3,45,2,2,1,2,2,2,1,2,2,2,2,2,2,,3,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,1,0,, ,6.00,6.00,,,1,.82440000
PHONE,693,60,3,,3,,NV,1,99,,99,,9999.00,9999.00,,9999.000,,99,9999.00,,99,9999.00,,9999.00,,9999.000,,9999.000,, ,4,0,240.00,4.000,, ,4,0,240.00,4.000,,.00,.000,1, ,,, ,,,9999.00,9999.00,9999.00,,9999.00,, , ,4, ,5, ,4, ,5, , ,1,1, ,0,0,0,0, ,3,3,0,0,0,0,0,3,9.00,, ,2,5.50,-1.500,-1.500,1,,,,,,,1,1,2,1,2,2,2,2,3,1,1,1,1,1,1,1,1,2,1,1,,,3,95,1,1,1,1,1,1,2,1,1,,,1,,1,1,1,1,2,1,,,,,,, , ,7,7,4,1,4,2,1,30,2,2,2,2,2,2,2,2,2,1,2,2,,,1,1,2,98,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,3.00,,,,1,.82440000
PHONE,694,30,3,,3,,WA,2,11,,17,,1075.00,825.00,,8.250,,19,2100.00,,1,1200.00,,900.00,,9.000,,.750,, ,8,0,480.00,8.000,, ,9,0,540.00,9.000,,60.00,1.000,3, ,,, ,,,1900.00,,,,700.00,, , ,1, ,, ,2, ,5, , ,3,3, ,1,1,0,2, ,0,2,0,0,0,0,1,3,6.00,, ,5,8.50,-.500,.500,1,,,,,,,1,2,1,2,2,1,2,2,4,1,3,1,4,4,4,1,1,2,4,1,,,5,1,1,4,3,1,3,1,4,2,4,3,3,1,4,4,4,4,2,2,3,,,,,,, , ,6,6,4,1,2,1,3,,,,,,,,,,,,,,,,3,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,7.00,,,,1,.82460000
PHONE,696,41,3,,3,,WA,1,9,,4,,1400.00,450.00,,4.500,,10,1875.00,,4,1400.00,,475.00,,4.750,,.250,, ,2,30,150.00,2.500,, ,2,30,150.00,2.500,,.00,.000,1, ,,, ,,,1850.00,,,,650.00,, , ,2, ,3, ,2, ,3, , ,1,1, ,2,0,0,2, ,2,1,1,2,2,0,1,2,11.00,, ,2,5.50,-3.000,-3.000,1,,,,,,,1,2,2,2,2,1,2,1,4,2,1,2,1,1,1,1,1,3,4,1,,,3,1,1,1,1,1,1,1,1,1,1,,,1,2,,,,,,,,,,,,, , ,7,7,4,99,4,4,4,30,2,2,2,2,2,2,2,2,2,1,1,2,,,96,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,1.00,1.00,,,1,.82460000
PHONE,697,30,1,,1,,UT,2,15,,4,,1400.00,600.00,,6.000,,19,2100.00,,1,1200.00,,900.00,,9.000,,3.000,, ,6,0,360.00,6.000,, ,8,0,480.00,8.000,,120.00,2.000,3,02,9,0,PM,2100,900,2000.00,-1100.00,-11.00,,800.00,900.00, , ,3, ,5, ,4, ,5, , ,2,3, ,0,0,0,0, ,1,1,2,2,2,0,1,3,12.00,, ,5,8.50,-2.500,-.500,2,2,,2,2,3,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,4,2,1,,,,1,1,1,1,1,1,4,1,1,,,1,1,,,,,,,,,,,,, , ,2,2,2,4,4,2,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,5.00,7.00,,,1,.82460000
PHONE,698,48,1,,1,,WA,2,3,,14,,1000.00,700.00,,7.000,,15,2000.00,,1,1200.00,,800.00,,8.000,,1.000,, ,7,0,420.00,7.000,, ,8,0,480.00,8.000,,60.00,1.000,3,02,6,0,AM,600,1800,1700.00,100.00,1.00,,500.00,600.00, , ,1, ,, ,1, ,, , ,3,4, ,1,1,0,2, ,2,0,2,0,3,0,1,2,10.00,, ,4,7.50,-.500,.500,1,,,,,,,2,2,2,1,2,2,2,2,4,3,1,1,3,2,3,4,1,1,1,3,3,,2,2,3,2,1,1,1,1,1,1,2,,,1,4,4,3,4,2,1,4,,,,,,, , ,2,2,1,3,4,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,2,1,1,OK,6.00,7.00,,,1,.82440000
PHONE,699,42,1,,1,,AL,1,3,,11,,925.00,775.00,,7.750,,3,1700.00,,18,1100.00,,600.00,,6.000,,-1.750,, ,8,0,480.00,8.000,, ,8,0,480.00,8.000,,.00,.000,1,02,6,15,AM,615,1815,1700.00,115.00,1.15,,500.00,615.00, , ,2, ,5, ,2, ,5, , ,4,4, ,1,0,0,1, ,2,2,0,0,1,0,0,1,6.00,, ,2,5.50,2.500,2.500,1,,,,,,,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,2,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,3,3,1,99,2,2,1,,,,,,,,,,,,,,,,1,2,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,7.00,7.00,,,1,.82460000
PHONE,700,44,1,,1,,WI,2,26,,5,,1701.70,1298.30,1298.3,12.983,12.983,11,1900.00,,14,1000.00,,900.00,,9.000,,-3.983,, ,8,0,480.00,8.000,, ,8,0,480.00,8.000,,.00,.000,1,02,9,30,PM,2130,930,600.00,330.00,3.30,,1800.00,930.00, , ,2, ,4, ,2, ,5, , ,4,3, ,5,1,5,11, ,1,1,0,0,1,0,0,2,5.00,, ,5,8.50,-.500,-.500,1,,,,,,,1,1,2,2,2,1,2,2,4,2,1,4,4,4,4,1,1,2,4,2,4,,1,2,1,1,1,1,1,1,1,1,1,,,1,,4,1,4,3,3,1,1,1,1,1,1,4, , ,3,6,2,99,4,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,7.00,7.00,,,1,.82460000
PHONE,701,53,1,,1,,LA,1,7,,20,,1150.00,650.00,,6.500,,13,1950.00,,3,1300.00,,650.00,,6.500,,.000,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,6,20,AM,620,1820,1800.00,20.00,.20,,600.00,620.00, , ,2, ,3, ,1, ,, , ,4,4, ,2,2,2,6, ,1,2,0,0,0,0,0,1,4.00,, ,3,6.50,.500,.500,1,,,,,,,1,2,2,2,2,2,2,2,4,2,1,1,2,1,1,2,1,1,1,1,1,,4,1,2,2,2,2,1,2,2,1,1,,,1,1,,,,,,,,,,,,, , ,2,2,1,99,4,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,6.00,6.00,,,1,.82440000
PHONE,702,50,1,,1,,WA,1,3,,10,,900.00,800.00,,8.000,,6,1775.00,,13,975.00,,800.00,,8.000,,.000,, ,6,0,360.00,6.000,, ,6,0,360.00,6.000,,.00,.000,1,02,6,0,AM,600,1800,1700.00,100.00,1.00,,500.00,600.00, , ,1, ,, ,2, ,4, , ,2,2, ,1,0,0,1, ,2,2,1,0,2,0,0,3,10.00,, ,4,7.50,-1.500,-1.500,2,2,,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,4,1,4,1,1,1,1,1,1,1,,,,4,1,1,1,1,1,1,1,1,,,1,4,4,1,1,1,1,1,2,1,1,1,1,1, , ,2,2,1,4,4,3,4,10,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,2,2,1,OK,5.00,5.00,,,1,.82440000
PHONE,703,16,,,2,,WA,2,7,,10,,900.00,900.00,,9.000,,15,2000.00,,20,1150.00,,850.00,,8.500,,-.500,,01,9,0,540.00,9.000,,01,8,0,480.00,8.000,,-60.00,-1.000,0,01,7,0,AM,700,1900,1800.00,100.00,1.00,,600.00,700.00, ,01,1,01,,01,1,01,,01,01,4,4,01,2,0,0,2,01,0,2,0,0,1,0,0,3,6.00,,01,4,7.50,1.500,.500,1,,,,,,,2,1,1,2,2,1,2,2,1,2,4,1,4,4,1,1,1,4,2,2,,4,,,2,4,1,1,1,1,1,1,2,2,1,1,,4,4,2,2,3,3,,,,,,,01,01,2,2,1,1,1,1,1,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,, ,8.00,7.00,,,1,1.36210000
PHONE,704,42,1,,1,,MN,2,13,,18,,1100.00,850.00,,8.500,,15,2000.00,,2,1201.70,,798.30,,7.983,,-.517,, ,8,0,480.00,8.000,, ,8,0,480.00,8.000,,.00,.000,1,02,,, ,9998,9998,1950.00,9998.00,9998.00,2.00,750.00,, , ,2, ,2, ,2, ,3, , ,3,3, ,97,0,0,0, ,2,0,1,0,0,0,0,2,5.00,, ,3,6.50,1.500,1.500,1,,,,,,,2,2,2,2,2,1,2,1,3,2,1,1,3,3,3,2,1,3,2,1,3,,1,2,2,2,1,1,1,1,3,1,1,,,1,3,3,1,3,1,1,1,,,,,,, , ,3,3,3,2,4,3,2,30,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,1,2,1,,,,,,,,,2,1,,,2,,,,,,,,,,,,,,,,2,,,,, ,7.00,,,,1,.82460000
PHONE,705,55,3,,3,,AL,1,2,,14,,1000.00,201.70,,2.017,,7,1800.00,,1,1200.00,,600.00,,6.000,,3.983,, ,6,0,360.00,6.000,, ,7,0,420.00,7.000,,60.00,1.000,3, ,,, ,,,1201.70,,,,1.70,, , ,1, ,, ,1, ,, , ,4,4, ,4,2,0,6, ,1,0,2,0,0,0,0,2,5.00,, ,2,5.50,.500,1.500,1,,,,,,,1,2,2,2,2,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,,,3,1,2,1,1,1,1,1,4,1,2,,,1,1,,,,,,,,,,,,, , ,5,5,2,4,1,1,2,,,,,,,,,,,,,,,,1,4,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,5.00,,,,1,.82440000
PHONE,706,30,1,,1,,KS,1,9,,18,,1100.00,750.00,,7.500,,11,1900.00,,1,1200.00,,700.00,,7.000,,-.500,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,7,45,AM,745,1945,1850.00,95.00,.95,,650.00,745.00, , ,1, ,, ,2, ,3, , ,3,3, ,0,0,0,0, ,1,1,0,0,0,0,0,1,3.00,, ,5,8.50,-1.500,-1.500,1,,,,,,,2,2,2,1,2,1,2,1,4,2,2,1,4,4,3,2,2,3,2,4,3,,5,2,2,2,2,2,4,3,2,2,4,,,1,4,4,2,4,4,2,2,,,,,,, , ,4,4,2,4,2,2,3,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,6.00,,,,1,.82460000
PHONE,707,56,1,,1,,KS,2,11,,16,,1050.00,850.00,,8.500,,7,1800.00,,1,1200.00,,600.00,,6.000,,-2.500,, ,7,0,420.00,7.000,, ,6,0,360.00,6.000,,-60.00,-1.000,0,02,7,50,AM,750,1950,1900.00,50.00,.50,,700.00,750.00, , ,2, ,2, ,2, ,4, , ,3,3, ,0,1,0,1, ,2,3,0,0,0,0,0,2,7.00,, ,5,8.50,-1.500,-2.500,1,,,,,,,1,1,2,1,2,2,2,1,4,3,1,1,3,3,3,1,1,2,1,1,3,,4,2,2,2,2,1,1,1,1,1,1,,,1,,4,2,2,1,2,2,,,,,,, , ,4,4,4,4,4,3,3,45,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,,,,1,.82440000
PHONE,708,50,1,,1,,TN,1,5,,18,,1100.00,650.00,,6.500,,7,1800.00,,20,1150.00,,650.00,,6.500,,.000,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,6,30,AM,630,1830,1750.00,80.00,.80,,550.00,630.00, , ,1, ,, ,2, ,2, , ,3,4, ,1,0,0,1, ,1,2,1,0,0,0,0,2,6.00,, ,4,7.50,-.500,-.500,1,,,,,,,1,2,2,2,2,2,2,2,4,1,4,1,3,1,3,3,1,1,1,1,3,,4,1,2,4,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,1,1,1,1,3,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,4,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,6.00,,,1,.82440000
PHONE,709,45,1,,1,,WI,1,2,,10,,900.00,301.70,,3.017,,11,1900.00,,18,1100.00,,800.00,,8.000,,4.983,, ,7,0,420.00,7.000,, ,8,0,480.00,8.000,,60.00,1.000,3,02,5,0,AM,500,1700,1201.70,498.30,4.98,,1.70,500.00, , ,1, ,, ,2, ,5, , ,3,3, ,3,0,2,5, ,0,2,0,0,0,0,0,1,3.00,, ,4,7.50,-.500,.500,1,,,,,,,1,2,2,2,2,2,2,2,3,1,1,2,2,1,1,1,1,2,1,1,1,,1,2,1,2,1,1,2,1,1,1,1,,,1,2,,,,,,,,,,,,, , ,3,3,2,4,2,2,3,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,6.00,,,,1,.82460000
PHONE,710,53,1,,1,,WI,2,2,,14,,1000.00,201.70,,2.017,,15,2000.00,,18,1100.00,,900.00,,9.000,,6.983,, ,6,30,390.00,6.500,, ,8,0,480.00,8.000,,90.00,1.500,3,02,6,15,AM,615,1815,1201.70,613.30,6.13,,1.70,615.00, , ,1, ,, ,1, ,, , ,3,4, ,1,1,1,3, ,0,0,0,0,1,0,0,0,1.00,, ,3,6.50,.000,1.500,1,,,,,,,2,2,2,2,2,2,2,2,4,2,1,1,4,4,2,1,1,1,1,1,1,,4,2,1,1,1,1,1,1,1,1,1,,,1,4,4,1,1,1,1,1,,,,,,, , ,3,3,2,2,3,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,1,2,1,OK,5.00,7.00,,,1,.82440000
PHONE,712,51,1,,1,,TX,1,2,,16,,1050.00,151.70,,1.517,,11,1900.00,,16,1050.00,,850.00,,8.500,,6.983,, ,5,0,300.00,5.000,, ,6,0,360.00,6.000,,60.00,1.000,3,02,5,0,AM,500,1700,1201.70,498.30,4.98,,1.70,500.00, , ,2, ,1, ,2, ,1, , ,3,3, ,0,0,0,0, ,3,2,0,0,2,0,1,2,10.00,, ,2,5.50,-.500,.500,1,,,,,,,1,2,2,2,2,2,2,2,4,2,3,2,3,2,3,2,1,2,1,1,3,,4,2,2,2,1,1,1,1,1,1,1,,,1,4,3,2,3,2,1,2,,,,,,, , ,3,5,2,99,1,1,3,,,,,,,,,,,,,,,,4,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,4.00,,,,1,.82440000
PHONE,713,44,1,,1,,CA,1,2,,10,,900.00,301.70,,3.017,,7,1800.00,,18,1100.00,,700.00,,7.000,,3.983,, ,6,0,360.00,6.000,, ,6,0,360.00,6.000,,.00,.000,1,02,5,0,AM,500,1700,1201.70,498.30,4.98,,1.70,500.00, , ,1, ,, ,1, ,, , ,99,3, ,1,0,0,1, ,0,0,0,0,2,0,0,2,4.00,, ,3,6.50,-.500,-.500,1,,,,,,,1,1,2,2,2,2,2,2,4,1,1,1,3,2,2,3,1,2,1,1,3,,4,1,1,1,1,1,1,1,1,1,1,,,1,,2,1,2,1,1,1,,,,,,, , ,5,5,2,99,4,3,2,20,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,5.00,5.00,,,1,.82460000
PHONE,715,53,1,,1,,OR,2,6,,9,,800.00,975.00,,9.750,,6,1775.00,,14,1000.00,,775.00,,7.750,,-2.000,, ,5,0,300.00,5.000,, ,5,0,300.00,5.000,,.00,.000,1,02,8,30,AM,830,2030,1775.00,255.00,2.55,,575.00,830.00, , ,4, ,3, ,4, ,5, , ,2,2, ,2,0,0,2, ,2,3,1,0,1,0,2,3,12.00,, ,5,8.50,-3.500,-3.500,1,,,,,,,1,2,1,1,2,2,2,2,4,2,1,1,1,1,1,1,1,2,1,1,1,,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,,,,,,,,,,,,, , ,4,4,4,2,4,4,4,30,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,4.00,,,,1,.82440000
PHONE,716,46,1,,1,,UT,1,9,,3,,1300.00,550.00,,5.500,,7,1800.00,,2,1201.70,,598.30,,5.983,,.483,, ,5,0,300.00,5.000,, ,5,0,300.00,5.000,,.00,.000,1,02,7,30,AM,730,1930,1850.00,80.00,.80,,650.00,730.00, , ,1, ,, ,1, ,, , ,4,4, ,8,3,0,11, ,1,0,2,0,3,0,3,2,11.00,, ,2,5.50,-.500,-.500,2,1,,1,1,2,2,2,2,2,2,2,2,2,2,4,3,2,1,2,2,2,1,1,3,1,1,3,,4,2,3,3,1,1,1,1,1,1,4,,,1,3,3,2,2,1,2,1,,,,,,, , ,1,1,1,4,1,1,3,,,,,,,,,,,,,,,,3,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,2,1,OK,4.00,4.00,,,1,.82440000
PHONE,717,54,1,,1,,ID,1,2,,18,,1100.00,101.70,,1.017,,2,1201.70,,18,1100.00,,101.70,,1.017,,.000,, ,5,0,300.00,5.000,, ,5,0,300.00,5.000,,.00,.000,1,02,5,30,AM,530,1730,1201.70,528.30,5.28,,1.70,530.00, , ,1, ,, ,1, ,, , ,4,4, ,6,0,2,8, ,1,3,1,1,1,1,1,3,12.00,, ,2,5.50,-.500,-.500,1,,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,1,1,1,4,1,1,1,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,4.00,,,,1,.82440000
PHONE,718,50,1,,1,,TX,2,7,,14,,1000.00,800.00,,8.000,,15,2000.00,,1,1200.00,,800.00,,8.000,,.000,, ,4,0,240.00,4.000,, ,4,0,240.00,4.000,,.00,.000,1,02,7,45,AM,745,1945,1800.00,145.00,1.45,,600.00,745.00, , ,1, ,, ,1, ,, , ,2,2, ,2,1,1,4, ,2,2,2,0,0,0,2,0,8.00,, ,4,7.50,-3.500,-3.500,1,,,,,,,1,2,2,2,2,2,1,2,4,1,1,1,1,1,1,1,2,2,1,1,1,,4,1,1,1,1,1,1,1,1,1,1,,,4,1,,,,,,,,,,,,, , ,6,5,3,99,4,4,4,180,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,1,2,1,OK,3.00,3.00,,,1,.82440000
PHONE,720,43,3,,3,,CO,2,19,,16,,1050.00,1050.00,,10.500,,19,2100.00,,20,1150.00,,950.00,,9.500,,-1.000,, ,8,0,480.00,8.000,, ,7,0,420.00,7.000,,-60.00,-1.000,0, ,,, ,,,2100.00,,,,900.00,, , ,3, ,2, ,1, ,, , ,2,2, ,1,1,0,2, ,0,0,0,0,0,0,0,0,.00,, ,5,8.50,-.500,-1.500,1,,,,,,,2,2,2,1,2,2,2,2,3,2,2,1,2,2,2,1,1,1,1,1,,,2,2,1,2,1,1,1,1,1,1,1,,,1,2,,,,,,,,,,,,, , ,7,7,3,1,3,3,3,60,2,2,2,2,2,2,2,2,2,2,2,2,,,1,5,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,7.00,6.00,,,1,.82460000
PHONE,721,15,,,2,,LA,1,8,,10,,900.00,925.00,,9.250,,19,2100.00,,1,1200.00,,900.00,,9.000,,-.250,,01,9,0,540.00,9.000,,01,6,0,360.00,6.000,,-180.00,-3.000,0,01,7,10,AM,710,1910,1825.00,85.00,.85,,625.00,710.00, ,01,1,01,,01,1,01,,01,01,3,3,01,1,1,1,3,01,1,2,1,1,3,0,2,2,12.00,,01,4,7.50,1.500,-1.500,1,,,,,,,2,2,1,2,2,1,2,2,1,2,1,2,4,3,1,1,1,3,4,3,,3,2,95,3,4,1,1,1,1,4,2,4,3,2,1,3,4,2,1,3,3,2,,,,,,,01,01,4,4,3,2,2,2,2,,,,,,,,,,,,,,,,1,,1,8,,,,,,,,,2,1,,1,,2,,,,,,,,,,8,,,,,,,,,, ,8.00,5.00,,,1,1.36210000
