VERSION,caseid,qs1,qs2ov1801,qs2ov1802,qs201,qs202,qs3,qs4,q1,q1FIX,q2,q2FIX,Q2VALUE,Q1Q2DIF,q1q2diffFIX,Q1Q2DIFHRS,q1q2diffhrsFIX,q3,Q3VALUE,q3FIX,q4,Q4VALUE,q4FIX,Q3Q4DIF,q3q4diffFIX,Q3Q4DIFHRS,q3q4diffhrsFIX,Q3Q4Q1Q2DIFHRS,Q3Q4Q1Q2POS,q5text,q5h,q5m,Q5,Q5HRS,q5dkrf,q6text,q6h,q6m,Q6,Q6HRS,q6dkrf,Q6Q5DIF,Q6Q5DIFHRS,Q6Q5POS,q7text,q7hour,q7min,q7mer,q7,Q7REV,Q1VALUE,Q1Q7DIF,Q1Q7DIFHRS,VAR00012,Q1TIME,PREQ7,Q5Q7POS,q8text,q8,q9text,q9,q10text,q10,q11text,q11,q12text,q13text,q12,q13,q14text,q14a,q14b,q14c,Q14TOTAL,q15text,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,EPWORTH,VAR00013,q17text,q16,Q16HRS,Q16Q5DIFHRS,Q16Q6DIFHRS,q17,q18a,q18b,q18c,q18d,q18e,q18f,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q19h,q20a,q20b,q20c,q20d,q20e,q20f,q20g,q20h,q20i,q20j,q20k,q20l,q20m,q20n,q21,q22,q23a,q23b,q23c,q23d,q23e,q23f,q23g,q23h,q23i,q24,q25,q26,q27,q28a,q28b,q28c,q28d,q28e,q28f,q29,q30a,q30b,q30c,q30d,q30e,q31text,q32text,q31,q32,q33a,q33e,q33b,q33c,q33d,q34,q35a,q35b,q35c,q35d,q35e,q35f,q35g,q35h,q35i,q35j,q35k,q35l,q35m,q35n,q36,d1,d2,d301,d302,d303,d304,d305,d306,d307,d308,d309,d4,complete,qs1a,qs1b,q7dkrf,q21oc01,q21oc02,q21oc03,q21oc04,q21oc05,q21oc06,q21oc07,q21oc08,q21oc09,q21oc10,d3oc01,d3oc02,d3oc03,d3oc04,d3oc05,d5,d5aa,d5ab,d6,makechld,whathap2,Q5GROUPED,Q6GROUPED,Q5Q7DIF,Q6Q7DIF,filter_$,WEIGHT
PHONE,722,52,1,,1,,UT,1,7,,1,,1200.00,600.00,,6.000,,11,1900.00,,20,1150.00,,750.00,,7.500,,1.500,, ,6,0,360.00,6.000,, ,7,0,420.00,7.000,,60.00,1.000,3,02,7,45,AM,745,1945,1800.00,145.00,1.45,,600.00,745.00, , ,1, ,, ,2, ,2, , ,3,3, ,1,97,97,1, ,1,1,0,0,1,0,0,2,5.00,, ,3,6.50,-.500,.500,1,,,,,,,2,2,2,2,2,2,2,2,4,1,3,1,3,1,1,2,1,2,1,1,2,,4,2,2,3,1,1,3,1,2,1,1,,,1,2,,,,,,,,,,,,, , ,3,3,2,2,2,2,1,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,1,1,OK,5.00,,,,1,.82440000
PHONE,723,40,1,,1,,MS,1,5,,18,,1100.00,650.00,,6.500,,15,2000.00,,18,1100.00,,900.00,,9.000,,2.500,, ,7,0,420.00,7.000,, ,9,0,540.00,9.000,,120.00,2.000,3,02,7,30,AM,730,1930,1750.00,180.00,1.80,,550.00,730.00, , ,2, ,1, ,2, ,2, , ,2,3, ,2,5,2,9, ,1,1,1,1,2,1,2,2,11.00,, ,3,6.50,.500,2.500,1,,,,,,,1,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,3,1,1,1,,6,1,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,4,4,3,4,2,2,2,,,,,,,,,,,,,,,,2,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,6.00,,,,1,.82460000
PHONE,724,63,3,,3,,WI,2,11,,18,,1100.00,800.00,,8.000,,11,1900.00,,18,1100.00,,800.00,,8.000,,.000,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1, ,,, ,,,1900.00,,,,700.00,, , ,1, ,, ,1, ,, , ,2,2, ,4,97,0,4, ,2,2,0,0,0,0,0,1,5.00,, ,4,7.50,-.500,-.500,1,,,,,,,1,2,2,2,2,2,99,1,4,2,2,1,1,2,2,1,2,4,1,1,,,3,2,4,4,4,1,1,1,1,1,2,,,2,3,3,1,4,1,1,2,,,,,,, , ,1,1,3,99,4,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,,,3,6,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,6.00,,,1,.82440000
PHONE,725,34,1,,1,,UT,1,19,,6,,2100.00,.00,,.000,,19,2100.00,,3,1300.00,,800.00,,8.000,,8.000,, ,6,0,360.00,6.000,, ,7,0,420.00,7.000,,60.00,1.000,3,02,,, ,9999,9999,2100.00,9999.00,9999.00,1.00,900.00,, , ,1, ,, ,3, ,4, , ,2,2, ,4,1,0,5, ,1,1,0,0,1,0,1,3,7.00,, ,3,6.50,-.500,.500,1,,,,,,,1,2,1,2,2,1,2,1,4,4,4,1,2,1,2,1,1,3,2,1,1,,1,2,4,4,1,1,1,1,1,1,2,3,3,1,1,,,,,,,,,,,,, , ,3,4,2,4,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,2,1,,,,,,,,,2,1,,,1,,,,,,,,,,,,,,,,2,,,,, ,5.00,6.00,,,1,.82460000
PHONE,726,54,3,,3,,CO,1,11,,1,,1200.00,700.00,,7.000,,15,2000.00,,1,1200.00,,800.00,,8.000,,1.000,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1, ,,, ,,,1900.00,,,,700.00,, , ,3, ,2, ,1, ,, , ,3,3, ,10,4,4,18, ,0,2,0,0,0,0,0,2,4.00,, ,3,6.50,.500,.500,1,,,,,,,2,2,2,2,2,2,2,2,4,1,1,1,4,1,1,1,1,1,1,4,,,4,2,2,1,98,1,1,1,1,98,98,,,1,4,4,1,4,4,1,1,,,,,,, , ,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,4,2,98,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,6.00,,,1,.82440000
PHONE,727,49,1,,1,,AR,1,6,,16,,1050.00,725.00,,7.250,,13,1950.00,,16,1050.00,,900.00,,9.000,,1.750,, ,7,30,450.00,7.500,, ,7,30,450.00,7.500,,.00,.000,1,02,7,40,AM,740,1940,1775.00,165.00,1.65,,575.00,740.00, , ,1, ,, ,1, ,, , ,3,3, ,3,2,0,5, ,0,0,0,0,0,0,0,0,.00,, ,3,6.50,1.000,1.000,1,,,,,,,2,2,1,2,2,2,2,1,3,3,2,2,1,1,3,1,1,2,2,1,1,,4,2,2,2,2,1,3,3,1,1,4,2,2,2,2,,,,,,,,,,,,, , ,4,4,2,3,3,2,2,20,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,1,1,5,8,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,6.00,6.00,,,1,.82440000
PHONE,728,18,,,2,,UT,1,6,,16,,1050.00,725.00,,7.250,,15,2000.00,,18,1100.00,,900.00,,9.000,,1.750,,01,7,0,420.00,7.000,,01,8,0,480.00,8.000,,60.00,1.000,3,01,6,30,AM,630,1830,1775.00,55.00,.55,,575.00,630.00, ,01,2,01,3,01,1,01,,01,01,3,4,01,0,0,0,0,01,1,1,1,0,0,0,1,2,6.00,,01,4,7.50,-.500,.500,1,,,,,,,2,2,2,2,2,2,2,2,4,1,4,1,1,4,1,2,1,1,4,2,,3,2,2,2,4,1,1,1,1,2,2,4,,,1,2,,,,,,,,,,,,,01,01,3,3,1,1,2,2,3,,,,,,,,,,,,,,,,3,,2,1,,,,,,,,,2,1,,,,2,,,,,,,,,,,,,,,,,,,, ,6.00,7.00,,,1,1.36210000
PHONE,729,54,1,,1,,CO,1,2,,16,,1050.00,151.70,,1.517,,3,1700.00,,18,1100.00,,600.00,,6.000,,4.483,, ,6,0,360.00,6.000,, ,7,0,420.00,7.000,,60.00,1.000,3,02,6,0,AM,600,1800,1201.70,598.30,5.98,,1.70,600.00, , ,1, ,, ,1, ,, , ,99,3, ,5,2,1,8, ,2,3,0,0,1,0,1,3,10.00,, ,3,6.50,-.500,.500,1,,,,,,,1,1,2,1,2,1,2,1,3,2,1,1,2,2,3,4,2,3,1,1,3,,3,95,1,1,1,1,1,1,1,1,1,,,1,,3,3,3,1,1,3,,,,,,, , ,5,5,3,2,4,4,4,20,2,2,2,2,2,2,1,1,2,1,2,2,1,,3,4,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,2,2,1,OK,5.00,6.00,,,1,.82440000
PHONE,730,54,1,,1,,UT,1,4,,14,,1000.00,725.00,,7.250,,15,2000.00,,16,1050.00,,950.00,,9.500,,2.250,, ,7,0,420.00,7.000,, ,8,0,480.00,8.000,,60.00,1.000,3,02,6,0,AM,600,1800,1725.00,75.00,.75,,525.00,600.00, , ,2, ,4, ,2, ,5, , ,3,3, ,0,0,0,0, ,1,1,0,0,2,1,0,0,5.00,, ,4,7.50,-.500,.500,1,,,,,,,1,2,2,2,2,2,2,2,4,2,2,1,1,1,1,1,1,1,1,1,1,,4,2,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,2,2,1,2,4,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,1,,,,,,,,,99,1,,,,,,,,,,,,,,,,,,,1,1,1,0,, ,6.00,,,,1,.82440000
PHONE,731,48,1,,1,,MO,1,11,,14,,1000.00,900.00,,9.000,,11,1900.00,,18,1100.00,,800.00,,8.000,,-1.000,, ,8,0,480.00,8.000,, ,8,0,480.00,8.000,,.00,.000,1,02,8,30,AM,830,2030,1900.00,130.00,1.30,,700.00,830.00, , ,1, ,, ,1, ,, , ,3,3, ,2,0,1,3, ,0,0,0,0,0,0,0,1,1.00,, ,4,7.50,.500,.500,1,,,,,,,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,3,2,2,2,,,,1,1,2,1,2,2,2,1,1,3,1,1,1,,,,,,,,,,,,, , ,2,3,2,4,3,2,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,7.00,7.00,,,1,.82440000
PHONE,732,22,1,,1,,CO,1,5,,16,,1050.00,700.00,,7.000,,7,1800.00,,16,1050.00,,750.00,,7.500,,.500,, ,6,0,360.00,6.000,, ,6,0,360.00,6.000,,.00,.000,1,02,7,30,AM,730,1930,1750.00,180.00,1.80,,550.00,730.00, , ,2, ,4, ,2, ,4, , ,2,3, ,0,0,0,0, ,1,1,1,0,2,0,2,2,9.00,, ,3,6.50,-.500,-.500,2,2,,2,2,2,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,2,1,4,1,1,1,,,,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,4,4,3,2,4,3,3,20,1,2,2,2,2,2,2,2,2,1,2,2,2,,3,2,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,5.00,5.00,,,1,2.23940000
PHONE,733,58,1,,1,,OR,1,2,,9,,800.00,401.70,,4.017,,13,1950.00,,14,1000.00,,950.00,,9.500,,5.483,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,5,0,AM,500,1700,1201.70,498.30,4.98,,1.70,500.00, , ,1, ,, ,1, ,, , ,3,3, ,1,0,97,1, ,0,1,0,0,1,0,0,1,3.00,, ,4,7.50,-.500,-.500,1,,,,,,,1,2,1,1,2,1,2,2,4,2,1,4,2,1,2,1,3,2,1,2,1,,6,1,1,1,1,1,1,1,1,1,4,99,2,1,3,3,1,3,1,1,1,1,1,1,1,1,1, , ,1,2,2,4,2,1,2,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,,,,1,.82440000
PHONE,734,34,1,,1,,CO,1,3,,14,,1000.00,700.00,,7.000,,11,1900.00,,1,1200.00,,700.00,,7.000,,.000,, ,6,0,360.00,6.000,, ,7,0,420.00,7.000,,60.00,1.000,3,02,,, ,9998,9998,1700.00,9998.00,9998.00,2.00,500.00,, , ,1, ,, ,1, ,, , ,3,3, ,1,0,1,2, ,1,1,0,0,1,0,0,1,4.00,, ,3,6.50,-.500,.500,1,,,,,,,1,2,1,1,2,1,2,1,4,1,1,1,3,1,3,1,1,3,1,1,3,,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,,,,,,,,,,,,, , ,4,3,3,3,4,3,3,15,1,2,2,2,2,2,2,2,2,2,2,2,2,,5,1,2,1,,,,,,,,,1,1,,,2,,,,,,,,,,,,,,,,1,1,2,2,1,OK,5.00,6.00,,,1,.82460000
PHONE,735,51,1,,1,,NV,2,4,,20,,1150.00,575.00,,5.750,,7,1800.00,,18,1100.00,,700.00,,7.000,,1.250,, ,5,30,330.00,5.500,, ,6,0,360.00,6.000,,30.00,.500,2,02,6,30,AM,630,1830,1725.00,105.00,1.05,,525.00,630.00, , ,1, ,, ,1, ,, , ,3,3, ,1,1,0,2, ,0,1,0,0,0,0,0,3,4.00,, ,2,5.50,.000,.500,1,,,,,,,1,2,2,2,2,2,1,1,4,3,2,1,2,2,2,1,4,3,1,1,1,,4,1,3,2,2,1,1,1,1,1,1,,,4,2,,,,,,,,,,,,, , ,2,2,2,1,3,3,3,15,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,4.00,5.00,,,1,.82440000
PHONE,736,50,1,,1,,CO,1,11,,14,,1000.00,900.00,,9.000,,15,2000.00,,18,1100.00,,900.00,,9.000,,.000,, ,8,0,480.00,8.000,, ,8,0,480.00,8.000,,.00,.000,1,02,8,0,AM,800,2000,1900.00,100.00,1.00,,700.00,800.00, , ,1, ,, ,1, ,, , ,3,3, ,2,0,0,2, ,0,0,0,0,0,0,0,0,.00,, ,5,8.50,-.500,-.500,1,,,,,,,2,2,2,2,2,2,2,1,1,3,2,1,2,2,2,1,1,4,1,2,2,,,,3,2,2,1,2,1,1,2,2,,,1,2,,,,,,,,,,,,, , ,4,4,2,3,1,1,2,,,,,,,,,,,,,,,,1,4,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,1,1,OK,7.00,7.00,,,1,.82440000
PHONE,737,55,1,,1,,MN,1,9,,18,,1100.00,750.00,,7.500,,9,1850.00,,18,1100.00,,750.00,,7.500,,.000,, ,7,30,450.00,7.500,, ,7,30,450.00,7.500,,.00,.000,1,02,7,30,AM,730,1930,1850.00,80.00,.80,,650.00,730.00, , ,1, ,, ,2, ,2, , ,3,3, ,1,0,1,2, ,0,1,0,0,0,0,0,1,2.00,, ,3,6.50,1.000,1.000,1,,,,,,,2,2,2,2,2,2,2,2,4,3,2,1,2,1,1,1,1,2,1,1,1,,4,2,3,2,2,1,2,1,1,1,3,,,1,2,,,,,,,,,,,,, , ,1,1,1,3,2,1,2,,,,,,,,,,,,,,,,1,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,6.00,,,1,.82440000
PHONE,738,53,1,,1,,UT,1,4,,21,,1175.00,550.00,,5.500,,11,1900.00,,1,1200.00,,700.00,,7.000,,1.500,, ,6,0,360.00,6.000,, ,7,0,420.00,7.000,,60.00,1.000,3,02,7,20,AM,720,1920,1725.00,195.00,1.95,,525.00,720.00, , ,2, ,1, ,2, ,1, , ,3,4, ,4,3,2,9, ,2,1,1,0,1,0,99,,,, ,3,6.50,-.500,.500,2,2,,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,4,,,,1,1,1,2,1,1,1,1,1,,,3,4,2,1,1,2,1,1,,,,,,, , ,3,3,2,1,4,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,1,1,1,,,,,,,,,99,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,5.00,6.00,,,1,.82440000
PHONE,739,20,2,,2,,CA,1,10,,2,,1201.70,673.30,,6.733,,23,2200.00,,3,1300.00,,900.00,,9.000,,2.267,,01,6,0,360.00,6.000,,01,9,0,540.00,9.000,,180.00,3.000,4,01,7,30,AM,730,1930,1875.00,55.00,.55,,675.00,730.00, ,01,2,01,4,01,2,01,5,01,01,3,4,01,1,0,1,2,01,3,3,2,0,0,0,3,2,13.00,,01,5,8.50,-2.500,.500,2,,2,2,2,2,,2,2,1,2,2,2,2,2,4,2,1,1,3,1,1,1,2,1,1,1,,1,1,2,3,2,1,1,1,1,1,1,1,3,1,1,1,,,,,,,,,,,,,01,01,4,4,1,1,1,1,2,,,,,,,,,,,,,,,,4,,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,, ,5.00,8.00,,,1,2.23940000
PHONE,740,49,1,,1,,OR,1,99,,99,,9999.00,9999.00,,9999.000,,99,9999.00,,99,9999.00,,9999.00,,9999.000,,9999.000,, ,5,0,300.00,5.000,, ,5,0,300.00,5.000,,.00,.000,1,02,,, ,9999,9999,9999.00,9999.00,9999.00,1.00,9999.00,, , ,5, ,1, ,4, ,1, , ,2,2, ,1,1,0,2, ,0,3,2,0,0,0,0,3,8.00,, ,2,5.50,-.500,-.500,1,,,,,,,1,2,2,2,2,2,2,2,4,1,3,1,3,2,3,3,1,99,1,2,4,,99,95,2,3,1,1,1,1,1,1,1,,,2,4,3,1,4,1,1,3,,,,,,, , ,3,3,2,99,99,99,99,,,,,,,,,,,,,,,,3,1,2,1,,,,,,,,,99,1,,,1,,,,,,,,,,,,,,,,2,,,,, ,4.00,,,,1,.82440000
PHONE,741,38,1,,1,,WY,1,7,,14,,1000.00,800.00,,8.000,,13,1950.00,,17,1075.00,,875.00,,8.750,,.750,, ,7,0,420.00,7.000,, ,8,0,480.00,8.000,,60.00,1.000,3,02,7,0,AM,700,1900,1800.00,100.00,1.00,,600.00,700.00, , ,1, ,, ,1, ,, , ,3,3, ,0,0,1,1, ,1,1,1,0,1,0,1,1,6.00,, ,4,7.50,-.500,.500,1,,,,,,,1,2,2,2,2,2,2,2,3,2,1,1,2,1,2,1,1,2,1,1,2,,4,1,2,1,1,1,1,1,1,1,1,,,1,3,3,1,3,1,2,3,,,,,,, , ,3,3,2,2,3,2,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,1,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,2,2,,, ,6.00,,,,1,.82460000
PHONE,743,16,,,2,,LA,2,7,,9,,800.00,1000.00,,10.000,,15,2000.00,,18,1100.00,,900.00,,9.000,,-1.000,,01,8,0,480.00,8.000,,01,6,0,360.00,6.000,,-120.00,-2.000,0,01,6,45,AM,645,1845,1800.00,45.00,.45,,600.00,645.00, ,01,3,01,3,01,4,01,5,01,01,4,4,01,3,2,2,7,01,0,0,0,0,0,0,0,0,.00,,01,5,8.50,-.500,-2.500,1,,,,,,,1,2,2,2,2,2,2,1,4,4,4,2,3,4,4,2,1,2,4,4,,4,5,1,4,4,4,1,4,4,4,4,4,,,1,4,4,4,4,4,4,4,,,,,,,01,01,5,7,1,99,4,2,1,30,1,1,1,1,1,1,1,1,2,1,1,1,,1,1,,2,3,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,, ,7.00,5.00,,,1,1.36210000
PHONE,744,40,1,,1,,CA,2,9,,18,,1100.00,750.00,,7.500,,11,1900.00,,1,1200.00,,700.00,,7.000,,-.500,, ,7,0,420.00,7.000,, ,7,0,420.00,7.000,,.00,.000,1,02,8,30,AM,830,2030,1850.00,180.00,1.80,,650.00,830.00, , ,2, ,4, ,2, ,4, , ,2,3, ,2,2,2,6, ,3,0,0,0,3,0,0,3,9.00,, ,4,7.50,-.500,-.500,1,,,,,,,1,2,1,2,2,2,2,2,4,2,4,1,4,3,3,4,1,2,2,3,4,,2,1,3,3,4,2,3,1,3,2,4,3,3,1,4,4,2,4,2,2,4,,,,,,, , ,4,4,3,2,4,4,3,120,1,2,1,2,1,1,1,1,2,2,2,2,1,,4,2,2,1,,,,,,,,,99,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,,,,1,.82460000
PHONE,745,61,3,,3,,AL,2,11,,14,,1000.00,900.00,,9.000,,17,2050.00,,16,1050.00,,1000.00,,10.000,,1.000,, ,6,0,360.00,6.000,, ,6,0,360.00,6.000,,.00,.000,1, ,,, ,,,1900.00,,,,700.00,, , ,3, ,4, ,1, ,, , ,2,2, ,2,1,1,4, ,3,3,2,0,3,1,2,3,17.00,, ,5,8.50,-2.500,-2.500,2,,,2,3,3,3,2,2,2,2,2,1,2,1,3,1,1,2,1,1,2,1,1,1,1,2,,,4,2,1,1,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,,,, , ,1,1,2,1,4,3,3,120,2,2,2,2,2,2,2,2,2,2,2,2,,,1,5,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,1,1,2,0,, ,5.00,5.00,,,1,.82440000
PHONE,746,43,3,,3,,UT,2,19,,3,,1300.00,800.00,,8.000,,24,2300.00,,4,1400.00,,900.00,,9.000,,1.000,, ,6,0,360.00,6.000,, ,9,0,540.00,9.000,,180.00,3.000,4, ,,, ,,,2100.00,,,,900.00,, , ,1, ,, ,1, ,, , ,3,3, ,2,2,0,4, ,0,1,0,0,0,0,0,0,1.00,, ,3,6.50,-.500,2.500,1,,,,,,,1,2,2,2,2,1,2,1,3,1,1,1,1,1,1,1,1,3,1,1,,,1,95,3,1,1,1,1,1,1,1,4,,,4,4,2,1,2,2,2,2,,,,,,, , ,1,1,1,99,2,2,3,,,,,,,,,,,,,,,,2,4,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,2,1,2,1,OK,5.00,,,,1,.82460000
PHONE,747,17,,,2,,NJ,1,9,,18,,1100.00,750.00,,7.500,,25,.00,,4,1400.00,,1000.00,1000.0,10.000,10.000,2.500,,01,8,0,480.00,8.000,,01,10,0,600.00,10.000,,120.00,2.000,3,01,7,0,AM,700,1900,1850.00,50.00,.50,,650.00,700.00, ,01,5,01,5,01,1,01,,01,01,2,3,01,6,6,2,14,01,3,1,3,0,3,0,0,3,13.00,,01,3,6.50,1.500,3.500,1,,,,,,,2,1,1,2,2,1,2,2,4,2,4,2,4,4,1,1,1,1,3,4,,2,1,2,2,4,2,2,4,2,4,4,4,2,3,1,,4,4,2,2,4,2,,,,,,,01,01,5,4,2,2,4,2,4,30,1,2,1,2,2,2,2,2,2,2,2,2,,2,3,,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,, ,7.00,9.00,,,1,1.36210000
PHONE,748,26,1,2,1,2,NY,1,17,,18,,1100.00,950.00,,9.500,,19,2100.00,,3,1300.00,,800.00,,8.000,,-1.500,,01,8,0,480.00,8.000,,01,5,0,300.00,5.000,,-180.00,-3.000,0,02,11,0,AM,1100,2300,2050.00,250.00,2.50,,850.00,1100.00, ,01,1,01,,01,1,01,,01,01,3,4,01,0,0,0,0,01,3,1,0,0,0,0,1,3,8.00,,01,1,3.50,4.500,1.500,1,,,,,,,1,2,1,2,2,1,2,2,4,2,4,2,4,4,2,2,2,2,4,2,2,4,6,1,4,4,2,2,2,1,2,2,4,2,1,1,1,,,,,,,,,,,,,01,01,4,4,1,4,1,1,3,,,,,,,,,,,,,,,,1,2,2,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,7.00,4.00,,,1,2.23940000
PHONE,749,18,,,2,,NY,2,10,,15,,1025.00,850.00,,8.500,,17,2050.00,,20,1150.00,,900.00,,9.000,,.500,,01,8,30,510.00,8.500,,01,9,0,540.00,9.000,,30.00,.500,2,01,7,30,AM,730,1930,1875.00,55.00,.55,,675.00,730.00, ,01,1,01,,01,1,01,,01,01,4,4,01,1,0,0,1,01,0,1,0,0,1,0,0,0,2.00,,01,5,8.50,.000,.500,1,,,,,,,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,3,2,2,,1,,,1,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,2,1,1,,,,,,,01,01,2,2,1,1,1,1,2,,,,,,,,,,,,,,,,1,,2,1,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,, ,7.00,8.00,,,1,1.36210000
PHONE,750,23,1,,1,,MD,2,3,,14,,1000.00,700.00,,7.000,,19,2100.00,,20,1150.00,,950.00,,9.500,,2.500,, ,7,0,420.00,7.000,, ,10,0,600.00,10.000,,180.00,3.000,4,02,6,0,AM,600,1800,1700.00,100.00,1.00,,500.00,600.00, , ,1, ,, ,1, ,, , ,3,3, ,1,1,0,2, ,0,1,0,0,1,0,0,2,4.00,, ,4,7.50,-.500,2.500,1,,,,,,,2,2,1,1,2,2,2,2,4,4,3,1,3,3,1,1,1,1,1,1,1,,3,2,4,4,1,1,3,1,1,1,4,3,2,1,4,4,3,1,1,1,1,,,,,,, , ,1,2,1,1,1,1,2,,,,,,,,,,,,,,,,3,2,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,2,,,,, ,6.00,9.00,,,1,2.23940000
PHONE,751,18,,,2,,PA,1,10,,18,,1100.00,775.00,,7.750,,24,2300.00,,4,1400.00,,900.00,,9.000,,1.250,,01,7,0,420.00,7.000,,01,8,0,480.00,8.000,,60.00,1.000,3,01,7,20,AM,720,1920,1875.00,45.00,.45,,675.00,720.00, ,01,2,01,4,01,1,01,,01,01,2,3,01,0,1,1,2,01,2,1,3,0,1,0,0,3,10.00,,01,4,7.50,-.500,.500,2,,2,2,2,2,,1,2,1,2,2,1,2,1,4,4,4,3,4,4,1,1,1,1,4,3,,4,6,2,4,4,1,1,4,3,4,4,4,2,1,1,4,4,3,1,4,4,3,3,4,3,3,3,2,01,01,3,1,2,1,2,1,2,,,,,,,,,,,,,,,,2,,2,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,, ,6.00,7.00,,,1,1.36210000
PHONE,752,16,,,2,,TX,1,10,,12,,950.00,925.00,,9.250,,15,2000.00,,16,1050.00,,950.00,,9.500,,.250,,01,9,0,540.00,9.000,,01,8,0,480.00,8.000,,-60.00,-1.000,0,01,8,5,AM,805,2005,1875.00,130.00,1.30,,675.00,805.00, ,01,2,01,2,01,2,01,2,01,01,3,3,01,1,1,0,2,01,0,3,2,0,0,0,0,2,7.00,,01,5,8.50,.500,-.500,1,,,,,,,1,2,1,2,1,1,2,2,4,4,4,4,1,2,4,4,1,2,4,1,,3,1,2,4,4,4,1,4,4,4,4,4,99,4,4,2,,,,,,,3,3,3,99,2,2,01,01,3,4,2,2,2,2,2,,,,,,,,,,,,,,,,96,,1,8,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,, ,8.00,7.00,,,1,1.36210000
PHONE,753,18,,,2,,AL,2,3,,1,,1200.00,500.00,,5.000,,15,2000.00,,10,900.00,,1100.00,,11.000,,6.000,,01,6,0,360.00,6.000,,01,4,0,240.00,4.000,,-120.00,-2.000,0,01,6,25,AM,625,1825,1700.00,125.00,1.25,,500.00,625.00, ,01,3,01,5,01,3,01,5,01,01,1,1,01,0,0,0,0,01,0,2,1,2,2,1,1,2,11.00,,01,4,7.50,-1.500,-3.500,1,,,,,,,1,1,1,1,2,1,2,2,2,4,4,1,4,4,2,2,2,2,3,4,,2,1,2,4,4,2,2,4,2,4,2,4,3,4,1,,4,2,3,2,4,1,,,,,,,01,01,1,1,4,3,4,3,3,30,2,2,2,2,2,2,2,2,2,2,2,2,,2,4,,2,2,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,, ,5.00,3.00,,,1,1.36210000
